,image,label
5148,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 6\170927_064616160_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 6\170927_064616160_Camera_6_bin.png
15742,F:\BaiDuData\data\Imgae\Road04\Record002\Camera 5\171206_054321775_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record002\Camera 5\171206_054321775_Camera_5_bin.png
21020,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 6\171206_055050222_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 6\171206_055050222_Camera_6_bin.png
9712,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030325812_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030325812_Camera_6_bin.png
15550,F:\BaiDuData\data\Imgae\Road04\Record002\Camera 5\171206_054256672_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record002\Camera 5\171206_054256672_Camera_5_bin.png
19803,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_055026070_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_055026070_Camera_5_bin.png
2968,F:\BaiDuData\data\Imgae\Road02\Record005\Camera 5\170927_064339954_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record005\Camera 5\170927_064339954_Camera_5_bin.png
7287,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 5\171206_030108398_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 5\171206_030108398_Camera_5_bin.png
9539,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 5\171206_030505197_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 5\171206_030505197_Camera_5_bin.png
8857,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 5\171206_030324076_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 5\171206_030324076_Camera_5_bin.png
6672,F:\BaiDuData\data\Imgae\Road03\Record002\Camera 6\171206_025934844_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record002\Camera 6\171206_025934844_Camera_6_bin.png
20869,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 6\171206_055029335_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 6\171206_055029335_Camera_6_bin.png
16174,F:\BaiDuData\data\Imgae\Road04\Record002\Camera 6\171206_054320479_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record002\Camera 6\171206_054320479_Camera_6_bin.png
12109,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030630498_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030630498_Camera_6_bin.png
16979,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 5\171206_054541520_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 5\171206_054541520_Camera_5_bin.png
5075,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 6\170927_064605795_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 6\170927_064605795_Camera_6_bin.png
9098,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 5\171206_030352179_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 5\171206_030352179_Camera_5_bin.png
14014,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054132745_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054132745_Camera_5_bin.png
13020,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030843536_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030843536_Camera_6_bin.png
12762,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030806211_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030806211_Camera_6_bin.png
21868,F:\BaiDuData\data\Imgae\Road04\Record007\Camera 6\171206_055207009_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record007\Camera 6\171206_055207009_Camera_6_bin.png
6360,F:\BaiDuData\data\Imgae\Road03\Record002\Camera 6\171206_025853025_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record002\Camera 6\171206_025853025_Camera_6_bin.png
5879,F:\BaiDuData\data\Imgae\Road03\Record001\Camera 6\171206_025800504_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record001\Camera 6\171206_025800504_Camera_6_bin.png
8036,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 6\171206_030059587_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 6\171206_030059587_Camera_6_bin.png
12971,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030836970_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030836970_Camera_6_bin.png
14623,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054030502_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054030502_Camera_6_bin.png
9448,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 5\171206_030448258_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 5\171206_030448258_Camera_5_bin.png
18812,F:\BaiDuData\data\Imgae\Road04\Record005\Camera 6\171206_054736623_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record005\Camera 6\171206_054736623_Camera_6_bin.png
1892,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 5\170927_064227214_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 5\170927_064227214_Camera_5_bin.png
2346,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 6\170927_064202763_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 6\170927_064202763_Camera_6_bin.png
18608,F:\BaiDuData\data\Imgae\Road04\Record005\Camera 6\171206_054706050_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record005\Camera 6\171206_054706050_Camera_6_bin.png
15961,F:\BaiDuData\data\Imgae\Road04\Record002\Camera 6\171206_054253163_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record002\Camera 6\171206_054253163_Camera_6_bin.png
3993,F:\BaiDuData\data\Imgae\Road02\Record006\Camera 6\170927_064451796_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record006\Camera 6\170927_064451796_Camera_6_bin.png
6114,F:\BaiDuData\data\Imgae\Road03\Record002\Camera 5\171206_025913639_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record002\Camera 5\171206_025913639_Camera_5_bin.png
1160,F:\BaiDuData\data\Imgae\Road02\Record003\Camera 5\170927_064048316_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record003\Camera 5\170927_064048316_Camera_5_bin.png
19541,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_054944092_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_054944092_Camera_5_bin.png
3850,F:\BaiDuData\data\Imgae\Road02\Record006\Camera 5\170927_064511352_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record006\Camera 5\170927_064511352_Camera_5_bin.png
7426,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 5\171206_030127632_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 5\171206_030127632_Camera_5_bin.png
9893,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030346515_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030346515_Camera_6_bin.png
13500,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054023937_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054023937_Camera_5_bin.png
8815,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 5\171206_030318573_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 5\171206_030318573_Camera_5_bin.png
19311,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_054914614_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_054914614_Camera_5_bin.png
18739,F:\BaiDuData\data\Imgae\Road04\Record005\Camera 6\171206_054728082_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record005\Camera 6\171206_054728082_Camera_6_bin.png
14616,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054029795_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054029795_Camera_6_bin.png
4465,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 5\170927_064614456_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 5\170927_064614456_Camera_5_bin.png
10002,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030358731_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030358731_Camera_6_bin.png
5578,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 6\170927_064723587_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 6\170927_064723587_Camera_6_bin.png
8557,F:\BaiDuData\data\Imgae\Road03\Record004\Camera 5\171206_030227682_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record004\Camera 5\171206_030227682_Camera_5_bin.png
1433,F:\BaiDuData\data\Imgae\Road02\Record003\Camera 6\170927_064044648_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record003\Camera 6\170927_064044648_Camera_6_bin.png
14891,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054058908_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054058908_Camera_6_bin.png
13315,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054004333_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054004333_Camera_5_bin.png
5184,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 6\170927_064621272_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 6\170927_064621272_Camera_6_bin.png
11508,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030823768_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030823768_Camera_5_bin.png
16296,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 5\171206_054354269_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 5\171206_054354269_Camera_5_bin.png
11112,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030731381_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030731381_Camera_5_bin.png
17752,F:\BaiDuData\data\Imgae\Road04\Record004\Camera 5\171206_054607078_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record004\Camera 5\171206_054607078_Camera_5_bin.png
3562,F:\BaiDuData\data\Imgae\Road02\Record005\Camera 6\170927_064410689_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record005\Camera 6\170927_064410689_Camera_6_bin.png
14208,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054154850_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054154850_Camera_5_bin.png
9317,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 5\171206_030423999_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 5\171206_030423999_Camera_5_bin.png
18032,F:\BaiDuData\data\Imgae\Road04\Record004\Camera 6\171206_054609454_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record004\Camera 6\171206_054609454_Camera_6_bin.png
887,F:\BaiDuData\data\Imgae\Road02\Record002\Camera 6\170927_063953364_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record002\Camera 6\170927_063953364_Camera_6_bin.png
11857,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030554864_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030554864_Camera_6_bin.png
15273,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054155613_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054155613_Camera_6_bin.png
8410,F:\BaiDuData\data\Imgae\Road03\Record004\Camera 5\171206_030207885_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record004\Camera 5\171206_030207885_Camera_5_bin.png
4945,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 6\170927_064546976_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 6\170927_064546976_Camera_6_bin.png
17468,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 6\171206_054504857_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 6\171206_054504857_Camera_6_bin.png
7347,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 5\171206_030114458_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 5\171206_030114458_Camera_5_bin.png
14242,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054158556_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054158556_Camera_5_bin.png
17176,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 6\171206_054410475_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 6\171206_054410475_Camera_6_bin.png
17278,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 6\171206_054422001_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 6\171206_054422001_Camera_6_bin.png
10340,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030458997_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030458997_Camera_6_bin.png
9540,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 5\171206_030505341_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 5\171206_030505341_Camera_5_bin.png
14841,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054052699_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054052699_Camera_6_bin.png
17199,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 6\171206_054413074_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 6\171206_054413074_Camera_6_bin.png
14464,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054014443_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054014443_Camera_6_bin.png
2166,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 5\170927_064305131_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 5\170927_064305131_Camera_5_bin.png
15483,F:\BaiDuData\data\Imgae\Road04\Record002\Camera 5\171206_054248566_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record002\Camera 5\171206_054248566_Camera_5_bin.png
15927,F:\BaiDuData\data\Imgae\Road04\Record002\Camera 6\171206_054249050_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record002\Camera 6\171206_054249050_Camera_6_bin.png
724,F:\BaiDuData\data\Imgae\Road02\Record002\Camera 5\170927_064011078_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record002\Camera 5\170927_064011078_Camera_5_bin.png
5928,F:\BaiDuData\data\Imgae\Road03\Record001\Camera 6\171206_025807413_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record001\Camera 6\171206_025807413_Camera_6_bin.png
3968,F:\BaiDuData\data\Imgae\Road02\Record006\Camera 6\170927_064448134_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record006\Camera 6\170927_064448134_Camera_6_bin.png
17195,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 6\171206_054412622_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 6\171206_054412622_Camera_6_bin.png
9446,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 5\171206_030447712_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 5\171206_030447712_Camera_5_bin.png
181,F:\BaiDuData\data\Imgae\Road02\Record001\Camera 5\170927_063842753_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record001\Camera 5\170927_063842753_Camera_5_bin.png
21597,F:\BaiDuData\data\Imgae\Road04\Record007\Camera 6\171206_055129770_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record007\Camera 6\171206_055129770_Camera_6_bin.png
41,F:\BaiDuData\data\Imgae\Road02\Record001\Camera 5\170927_063821537_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record001\Camera 5\170927_063821537_Camera_5_bin.png
14633,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054031512_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054031512_Camera_6_bin.png
8486,F:\BaiDuData\data\Imgae\Road03\Record004\Camera 5\171206_030219880_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record004\Camera 5\171206_030219880_Camera_5_bin.png
4314,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 5\170927_064553015_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 5\170927_064553015_Camera_5_bin.png
19197,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_054859026_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_054859026_Camera_5_bin.png
19372,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_054922055_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_054922055_Camera_5_bin.png
21053,F:\BaiDuData\data\Imgae\Road04\Record007\Camera 5\171206_055114042_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record007\Camera 5\171206_055114042_Camera_5_bin.png
5710,F:\BaiDuData\data\Imgae\Road03\Record001\Camera 5\171206_025803183_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record001\Camera 5\171206_025803183_Camera_5_bin.png
9033,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 5\171206_030344159_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 5\171206_030344159_Camera_5_bin.png
17203,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 6\171206_054413526_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 6\171206_054413526_Camera_6_bin.png
7180,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 5\171206_030057625_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 5\171206_030057625_Camera_5_bin.png
14367,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054003607_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054003607_Camera_6_bin.png
12946,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030833620_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030833620_Camera_6_bin.png
5713,F:\BaiDuData\data\Imgae\Road03\Record001\Camera 5\171206_025803606_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record001\Camera 5\171206_025803606_Camera_5_bin.png
15304,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054158992_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054158992_Camera_6_bin.png
18497,F:\BaiDuData\data\Imgae\Road04\Record005\Camera 5\171206_054738378_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record005\Camera 5\171206_054738378_Camera_5_bin.png
9823,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030337836_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030337836_Camera_6_bin.png
1518,F:\BaiDuData\data\Imgae\Road02\Record003\Camera 6\170927_064055783_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record003\Camera 6\170927_064055783_Camera_6_bin.png
17755,F:\BaiDuData\data\Imgae\Road04\Record004\Camera 5\171206_054607732_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record004\Camera 5\171206_054607732_Camera_5_bin.png
2101,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 5\170927_064255709_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 5\170927_064255709_Camera_5_bin.png
12260,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030703602_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030703602_Camera_6_bin.png
4912,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 6\170927_064539518_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 6\170927_064539518_Camera_6_bin.png
11692,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030850906_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030850906_Camera_5_bin.png
11002,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030718842_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030718842_Camera_5_bin.png
19175,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_054856343_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_054856343_Camera_5_bin.png
15637,F:\BaiDuData\data\Imgae\Road04\Record002\Camera 5\171206_054307199_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record002\Camera 5\171206_054307199_Camera_5_bin.png
14028,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054134551_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054134551_Camera_5_bin.png
